loan_amount,interest_rate,loan_term_Years,employment_status_Retired,annual_income,monthly_debt,credit_score,credit_history_years,num_credit_cards,num_loan_accounts,total_credit_limit,bankruptcy_flag,defaulted_previous,late_payments_30_59_days,late_payments_60_89_days,late_payments_90plus_days,Loan_issue_Year,Loan_issue_Month,loan_retained,interest_retained
10000,5.55,1.0,0.0,116742.0,7602.0,814.0,10.4,4,5,421665,0,0,6,5,0,2024,10,0,0.0
10000,19.58,3.0,0.0,232989.0,6839.0,545.0,11.0,4,2,46120,0,0,4,4,4,2016,12,10000,5873.999999999999
100000,14.98,3.0,1.0,219338.0,7000.0,739.0,17.6,5,3,243074,0,0,3,5,0,2017,12,0,0.0
10000,18.84,3.0,0.0,229104.0,5372.0,416.0,6.7,4,2,438905,0,0,9,4,2,2017,2,10000,5652.000000000001
10000,17.38,3.0,0.0,210446.0,2280.0,451.0,29.6,2,3,197676,0,0,8,3,2,2017,2,10000,5213.999999999999
25000,22.08,1.0,0.0,51605.0,3385.0,692.0,18.0,3,0,255707,0,0,1,3,1,2022,1,25000,5520.0
40000,22.56,4.0,0.0,178282.0,4223.0,671.0,8.5,4,2,11775,0,1,7,6,4,2024,9,40000,36096.0
15000,16.19,5.0,0.0,45746.0,4876.0,556.0,27.2,1,4,155552,0,0,11,0,0,2022,4,15000,12142.500000000002
50000,14.24,3.0,1.0,116498.0,4417.0,676.0,28.1,2,0,229985,0,0,3,0,3,2020,5,50000,21360.0
10000,24.82,3.0,0.0,231914.0,5241.0,472.0,2.3,4,5,188949,0,0,10,3,0,2021,7,10000,7446.0
10000,8.86,3.0,0.0,79606.0,5368.0,744.0,24.2,1,4,188589,0,0,10,3,1,2023,11,10000,2658.0
10000,17.79,3.0,1.0,35355.0,5323.0,300.0,12.8,3,5,419607,0,0,11,6,4,2023,11,10000,5337.0
20000,17.4,4.0,0.0,115250.0,2364.0,479.0,9.0,7,1,123025,0,0,10,3,3,2019,5,20000,13919.999999999998
15000,24.14,4.0,0.0,80022.0,3904.0,415.0,7.3,6,1,150737,0,0,6,4,0,2024,1,15000,14484.0
25000,6.89,4.0,1.0,78956.0,1293.0,693.0,22.8,0,2,17400,0,1,3,5,4,2016,11,25000,6890.0
10000,23.95,1.0,0.0,74217.0,1295.0,480.0,11.4,0,1,436539,0,1,5,3,1,2017,1,10000,2395.0
25000,20.28,2.0,0.0,87009.0,2888.0,618.0,0.1,6,5,19007,0,1,0,6,2,2016,6,25000,10140.0
10000,7.58,3.0,0.0,185257.0,5500.0,599.0,20.1,4,2,159753,0,0,8,4,4,2017,1,10000,2274.0000000000005
15000,8.91,3.0,0.0,688490.0,7719.0,436.0,14.8,7,1,100250,0,0,5,4,0,2018,12,15000,4009.5
20000,10.51,4.0,0.0,110073.0,3246.0,362.0,0.4,7,0,283526,0,0,1,2,1,2022,2,20000,8408.0
25000,18.54,1.0,1.0,240696.0,4804.0,390.0,20.3,0,5,62318,0,0,10,7,3,2018,5,25000,4634.999999999999
10000,19.97,3.0,0.0,189630.0,7714.0,551.0,15.9,7,5,466881,0,0,6,1,2,2017,9,10000,5991.0
30000,18.05,4.0,0.0,30226.0,5307.0,534.0,21.5,2,2,461490,0,0,9,5,1,2023,9,30000,21660.0
10000,7.68,2.0,0.0,222783.0,7709.0,347.0,13.6,2,5,286859,0,0,5,4,2,2022,11,10000,1535.9999999999998
100000,5.86,3.0,0.0,202430.0,6429.0,621.0,15.0,6,4,350454,0,0,4,5,1,2019,11,0,0.0
25000,10.55,2.0,0.0,167507.0,7073.0,439.0,24.6,5,4,270749,0,0,9,7,1,2020,8,25000,5275.000000000001
15000,17.01,3.0,0.0,66840.0,4781.0,675.0,5.0,2,5,62779,0,0,10,2,4,2024,4,15000,7654.500000000002
10000,12.06,4.0,0.0,198458.0,6694.0,315.0,30.0,5,5,372226,0,0,11,3,1,2022,4,10000,4824.0
20000,22.0,3.0,0.0,197106.0,4122.0,846.0,12.3,1,1,167739,0,0,11,2,3,2024,1,0,0.0
10000,21.42,4.0,0.0,140133.0,6658.0,507.0,27.5,2,2,157111,0,0,2,1,1,2021,6,10000,8568.000000000002
15000,9.36,1.0,0.0,76885.0,6746.0,668.0,24.7,4,2,356401,0,0,5,6,3,2024,10,15000,1403.9999999999998
15000,18.18,3.0,0.0,168671.0,2725.0,,21.3,7,2,425014,0,0,0,1,3,2018,8,15000,8181.0
25000,21.61,4.0,0.0,27456.0,1087.0,417.0,29.4,6,0,111369,0,0,6,1,0,2022,11,25000,21610.0
10000,23.0,4.0,0.0,33093.0,5588.0,692.0,26.2,5,2,448200,0,0,7,6,4,2021,4,10000,9200.0
40000,13.55,5.0,0.0,198380.0,7612.0,645.0,25.6,3,2,489653,0,0,5,2,3,2016,6,40000,27100.0
10000,23.15,3.0,0.0,164480.0,6849.0,545.0,25.5,3,3,147402,0,0,7,7,0,2015,10,10000,6945.0
15000,19.82,1.0,0.0,68120.0,2691.0,562.0,29.0,3,3,100305,0,0,11,1,0,2022,8,15000,2973.0
30000,10.93,4.0,0.0,29827.0,1534.0,371.0,17.4,2,3,268963,0,0,0,0,4,2022,3,30000,13116.0
25000,11.83,5.0,1.0,197990.0,1368.0,326.0,21.7,1,2,497615,0,0,2,4,3,2017,4,25000,14787.5
10000,7.78,5.0,0.0,164649.0,3010.0,700.0,4.8,5,4,84093,0,0,7,1,4,2024,10,10000,3890.000000000001
15000,12.58,4.0,0.0,168935.0,3938.0,678.0,17.4,3,2,99171,0,0,9,7,4,2015,10,15000,7548.0
10000,12.28,2.0,0.0,165247.0,3989.0,839.0,6.8,6,5,101273,0,1,2,7,4,2021,7,10000,2456.0
20000,17.49,2.0,1.0,175751.0,2483.0,305.0,7.1,3,1,284069,0,0,3,7,1,2017,7,20000,6995.999999999999
10000,11.14,4.0,0.0,59632.0,7950.0,639.0,17.4,4,0,379771,1,0,3,3,3,2023,10,10000,4456.0
30000,13.42,2.0,0.0,73389.0,1762.0,810.0,27.3,6,4,173025,0,0,9,5,1,2017,8,30000,8051.999999999999
20000,7.63,5.0,0.0,233393.0,5831.0,612.0,25.9,3,2,488990,0,0,11,1,2,2019,5,20000,7629.999999999999
5000,19.63,3.0,0.0,192349.0,4695.0,435.0,16.1,3,3,205986,0,0,3,3,1,2020,12,5000,2944.5
10000,5.81,1.0,0.0,227309.0,4034.0,443.0,13.3,6,5,377350,0,0,8,5,4,2022,4,10000,581.0
10000,19.97,2.0,0.0,59357.0,4831.0,432.0,11.8,4,5,80290,0,0,7,5,2,2015,8,10000,3994.0
15000,8.56,2.0,0.0,140605.0,703.0,355.0,8.7,3,2,427058,0,0,7,7,1,2019,9,15000,2568.0000000000005
20000,24.62,4.0,0.0,50463.0,5673.0,783.0,27.2,2,5,353335,0,1,10,6,4,2018,3,20000,19696.0
20000,24.78,4.0,0.0,155573.0,4125.0,737.0,2.9,1,0,479306,0,0,11,7,2,2017,9,20000,19824.0
30000,24.88,2.0,0.0,185128.0,2942.0,376.0,19.0,5,3,411876,0,0,7,3,1,2017,3,30000,14928.0
10000,5.26,3.0,0.0,110409.0,3356.0,684.0,1.3,4,0,212734,0,0,10,3,4,2024,7,10000,1578.0
75000,9.34,1.0,0.0,28868.0,3959.0,465.0,7.9,4,1,121055,0,1,0,5,3,2020,6,75000,7005.0
10000,16.07,2.0,0.0,116640.0,4914.0,694.0,2.0,3,1,304160,0,0,1,6,1,2021,7,10000,3214.0
10000,19.68,3.0,0.0,200864.0,2559.0,690.0,13.5,0,3,266148,0,0,1,0,3,2016,8,10000,5904.0
25000,21.31,4.0,0.0,66842.0,6472.0,322.0,1.5,0,2,483838,0,0,11,5,4,2023,2,25000,21310.0
40000,7.71,5.0,0.0,210272.0,5584.0,570.0,19.0,5,2,153831,0,0,8,6,3,2024,12,40000,15420.0
15000,22.12,3.0,0.0,133734.0,3171.0,527.0,26.8,7,4,435774,0,0,9,4,0,2023,9,15000,9954.0
50000,10.8,5.0,0.0,194394.0,4916.0,441.0,2.5,4,3,329315,0,0,9,3,1,2021,2,50000,27000.000000000004
30000,5.17,3.0,0.0,185779.0,1811.0,765.0,20.3,5,4,171201,0,0,0,1,2,2022,6,0,0.0
5000,23.27,3.0,1.0,198650.0,2021.0,412.0,14.4,0,5,416126,0,0,1,4,2,2015,4,5000,3490.5
40000,8.96,4.0,0.0,85409.0,6370.0,524.0,23.0,3,4,217129,0,0,7,3,3,2024,1,40000,14336.000000000002
25000,22.0,3.0,0.0,58684.0,7654.0,610.0,4.5,7,1,338734,0,1,5,5,4,2020,10,25000,16500.0
30000,18.27,3.0,0.0,230019.0,6305.0,723.0,6.2,1,2,171111,0,0,1,7,1,2019,1,30000,16443.0
100000,7.65,3.0,0.0,202013.0,7004.0,482.0,6.9,2,3,109729,0,0,4,4,4,2019,3,100000,22950.0
15000,24.59,4.0,0.0,166993.0,5643.0,835.0,25.9,6,2,325801,0,0,7,3,3,2020,7,15000,14754.0
5000,11.39,2.0,1.0,122309.0,6536.0,302.0,23.4,3,5,28317,0,0,2,6,3,2017,1,5000,1139.0
15000,16.9,3.0,0.0,171796.0,4838.0,301.0,2.5,7,4,350769,0,0,6,6,4,2023,2,15000,7604.999999999998
5000,17.56,5.0,0.0,220203.0,1550.0,560.0,18.6,5,2,246377,0,0,8,3,0,2015,5,5000,4389.999999999999
20000,16.59,2.0,0.0,70824.0,1652.0,607.0,12.2,5,5,278120,0,0,8,2,2,2015,7,20000,6636.0
25000,24.2,3.0,0.0,186530.0,7799.0,380.0,23.0,3,5,289513,0,0,7,2,1,2020,9,25000,18150.0
40000,14.75,4.0,0.0,103670.0,6732.0,626.0,21.0,1,0,243491,0,0,4,7,1,2022,7,40000,23600.0
15000,7.81,2.0,1.0,155472.0,3506.0,700.0,24.2,5,5,11627,0,0,7,0,1,2022,1,15000,2343.0
50000,21.99,2.0,0.0,137544.0,4988.0,564.0,18.3,3,5,13430,0,0,10,1,2,2023,8,50000,21990.0
40000,22.25,2.0,1.0,181290.0,1211.0,478.0,0.0,7,0,321486,0,0,5,5,3,2016,4,40000,17800.0
40000,16.2,2.0,0.0,43372.0,5292.0,812.0,5.4,0,3,41777,0,0,7,6,3,2021,8,40000,12960.0
10000,5.88,4.0,1.0,219541.0,4208.0,772.0,4.2,4,3,44260,0,0,8,4,1,2020,6,0,0.0
10000,7.45,2.0,0.0,110936.0,7949.0,333.0,1.5,0,2,288216,0,0,7,6,1,2016,3,10000,1490.0
10000,23.87,4.0,0.0,169609.0,5091.0,675.0,25.9,0,2,207194,0,0,7,7,2,2016,10,0,0.0
40000,16.73,3.0,1.0,173309.0,3385.0,633.0,0.2,3,5,113377,0,0,9,7,1,2020,6,40000,20076.0
10000,11.28,2.0,0.0,173962.0,4465.0,793.0,22.3,2,5,95777,1,0,0,7,2,2019,9,10000,2256.0
20000,20.95,3.0,0.0,70414.0,6153.0,591.0,0.3,0,4,405281,1,1,4,1,0,2024,10,20000,12570.0
5000,20.89,4.0,0.0,214917.0,1487.0,697.0,14.9,1,1,39746,0,0,10,4,3,2020,2,5000,4178.0
15000,20.95,3.0,1.0,117784.0,5432.0,630.0,17.3,5,1,333334,0,0,3,4,1,2015,11,15000,9427.5
100000,9.15,3.0,0.0,92835.0,1356.0,609.0,2.3,0,5,215312,0,0,5,3,1,2021,11,100000,27450.0
10000,19.22,3.0,1.0,198204.0,7299.0,332.0,15.3,0,0,381104,0,0,1,3,0,2018,1,10000,5765.999999999999
75000,6.83,3.0,0.0,207060.0,6218.0,602.0,7.0,1,3,187574,0,0,1,0,1,2019,8,0,0.0
40000,6.53,4.0,0.0,129471.0,2339.0,607.0,8.6,7,4,292529,0,0,10,2,2,2021,9,40000,10448.0
100000,13.18,3.0,0.0,191192.0,4691.0,373.0,25.8,4,3,124453,0,0,8,2,0,2019,6,100000,39540.0
10000,11.26,2.0,0.0,62433.0,3163.0,756.0,18.5,7,1,419466,0,0,3,0,3,2022,1,10000,2252.0
5000,11.11,2.0,0.0,169321.0,3253.0,507.0,5.8,1,3,295998,0,0,8,2,2,2021,5,5000,1111.0
30000,6.5,3.0,0.0,134850.5,2241.0,563.0,8.6,7,3,154378,0,0,5,3,3,2021,11,30000,5850.0
25000,8.92,2.0,0.0,155281.0,6600.0,737.0,25.9,6,0,282883,1,0,7,1,1,2021,11,25000,4460.0
10000,17.2,1.0,0.0,184457.0,3383.0,844.0,3.1,2,5,20230,0,0,9,1,3,2018,11,0,0.0
30000,18.62,3.0,0.0,80510.0,1511.0,607.0,19.9,6,5,445425,0,0,5,0,3,2016,12,30000,16758.0
10000,23.15,3.0,0.0,182320.0,7942.0,782.0,13.7,2,2,380750,0,0,8,6,0,2019,8,10000,6945.0
5000,12.5,3.0,0.0,223433.0,1536.0,302.0,12.2,4,2,283784,0,0,1,0,1,2020,9,5000,1875.0
15000,9.73,3.0,0.0,72849.0,5332.0,332.0,15.6,3,3,401006,0,0,7,4,4,2022,7,15000,4378.5
5000,19.38,4.0,1.0,206486.0,4492.0,534.0,5.3,3,2,140702,0,0,1,1,0,2018,2,5000,3876.0
10000,18.47,5.0,0.0,66016.0,7011.0,827.0,17.3,3,5,468612,0,0,5,7,2,2021,7,10000,9234.999999999998
15000,10.51,2.0,0.0,185930.0,4055.0,334.0,24.3,2,0,157921,0,0,9,7,0,2020,10,15000,3153.0
40000,20.38,5.0,0.0,49712.0,1777.0,600.0,5.6,5,1,350598,0,0,2,1,0,2016,11,40000,40759.99999999999
30000,9.02,2.0,0.0,170794.0,5893.0,772.0,8.8,7,2,104647,0,0,0,4,1,2021,4,30000,5412.0
15000,11.96,4.0,0.0,162725.0,4507.0,827.0,0.5,0,4,311217,0,0,7,7,4,2023,9,0,0.0
30000,9.9,3.0,0.0,68277.0,2207.0,751.0,6.8,5,4,252242,1,0,8,4,4,2020,1,30000,8910.0
20000,17.99,1.0,0.0,222728.0,5698.0,689.0,4.2,2,2,153406,0,0,0,5,0,2017,12,0,0.0
10000,14.83,4.0,0.0,143038.0,2125.0,525.0,0.1,1,3,72390,0,0,10,0,2,2017,7,10000,5931.999999999999
30000,19.68,5.0,0.0,40312.0,4109.0,392.0,15.5,0,2,30588,0,0,10,7,0,2024,12,30000,29520.0
25000,7.15,5.0,0.0,37065.0,3815.0,707.0,29.5,3,1,290539,0,0,11,2,4,2016,5,25000,8937.500000000002
20000,10.13,3.0,0.0,43356.0,5839.0,721.0,12.1,2,1,140739,0,0,1,5,0,2017,9,20000,6078.0
20000,14.7,4.0,0.0,166843.0,1901.0,830.0,17.3,6,2,464905,0,0,5,1,4,2019,7,20000,11760.0
25000,6.13,1.0,0.0,161581.0,7213.0,679.0,19.9,2,5,213866,0,1,2,1,3,2020,7,25000,1532.5
40000,10.64,2.0,0.0,154273.0,7114.0,732.0,25.1,2,4,175168,0,0,7,1,4,2017,1,40000,8512.0
10000,17.08,3.0,0.0,74500.0,6021.0,666.0,20.7,3,0,224806,0,0,11,1,4,2024,11,10000,5123.999999999999
50000,23.03,3.0,0.0,87843.0,2109.0,628.0,22.9,0,0,187285,0,0,3,1,3,2020,8,50000,34545.0
10000,10.06,3.0,0.0,32481.0,6590.0,499.0,27.1,5,1,170572,0,0,10,2,0,2018,9,10000,3018.0000000000005
5000,19.94,3.0,0.0,94269.0,5795.0,522.0,16.0,3,3,215574,0,0,4,5,0,2022,6,5000,2991.0000000000005
20000,17.67,4.0,0.0,163277.0,1770.0,474.0,12.9,2,0,25970,0,1,7,1,2,2019,8,20000,14136.000000000002
15000,8.59,4.0,0.0,89840.0,5172.0,379.0,17.7,1,3,419719,0,0,8,7,2,2021,9,15000,5154.0
40000,19.67,4.0,0.0,242374.0,7189.0,616.0,16.6,5,5,155551,0,0,8,2,3,2019,12,40000,31472.000000000004
15000,6.23,4.0,0.0,227041.0,4096.0,310.0,1.2,5,4,390626,0,0,2,4,2,2024,6,15000,3738.0
25000,15.38,4.0,0.0,142105.0,3190.0,509.0,12.8,7,2,79663,0,0,11,4,2,2023,5,25000,15380.000000000002
10000,7.38,4.0,1.0,29849.0,4655.0,773.0,14.3,7,5,165722,0,0,1,4,3,2017,12,10000,2952.0
10000,18.73,1.0,0.0,69231.0,7658.0,643.0,8.1,0,3,332849,0,0,3,0,0,2021,8,10000,1873.0
15000,11.08,3.0,1.0,35537.0,6271.0,774.0,27.6,7,0,254914,0,0,1,2,1,2018,6,15000,4986.0
20000,21.12,1.0,0.0,50716.0,939.0,645.0,0.7,1,3,379645,0,0,11,5,2,2019,4,20000,4224.0
25000,14.79,4.0,0.0,227170.0,4695.0,512.0,8.5,4,3,114824,0,0,7,7,0,2020,7,25000,14790.0
20000,6.61,1.0,0.0,146455.0,955.0,615.0,25.3,4,4,370826,0,0,3,3,4,2023,8,20000,1322.0000000000002
25000,5.26,3.0,0.0,162277.0,678.0,551.0,13.5,3,5,377809,0,0,4,7,0,2023,3,25000,3945.0
75000,10.88,2.0,0.0,118342.0,3359.0,679.0,7.5,2,5,323628,0,0,9,2,0,2020,6,75000,16320.000000000002
5000,10.38,3.0,1.0,130617.0,3330.0,587.0,15.9,2,3,57185,1,0,7,4,4,2017,4,5000,1557.0
10000,9.88,2.0,0.0,137389.0,6561.0,740.0,25.7,5,3,15937,0,0,4,3,1,2024,5,10000,1976.0
5000,18.53,3.0,0.0,186007.0,5250.0,701.0,26.0,2,1,354750,0,0,10,4,4,2015,12,5000,2779.5000000000005
20000,10.14,1.0,0.0,236746.0,3401.0,528.0,10.8,6,2,450667,0,0,4,6,1,2023,5,20000,2028.0
20000,6.59,4.0,0.0,58952.0,1997.0,654.0,13.6,6,5,492172,0,0,10,3,2,2015,7,20000,5272.0
20000,6.26,2.0,0.0,218780.0,5876.0,716.0,6.2,0,4,172337,0,0,0,2,0,2022,12,0,0.0
30000,23.52,3.0,0.0,212289.0,5345.0,663.0,23.6,6,0,373021,0,0,4,1,0,2019,2,30000,21168.0
100000,6.93,3.0,0.0,68957.0,4532.0,554.0,28.0,7,1,451608,0,0,2,6,3,2020,2,100000,20790.0
50000,21.63,2.0,0.0,62016.0,6860.0,416.0,2.8,2,5,85633,0,0,8,7,0,2019,6,50000,21630.0
5000,15.87,5.0,0.0,140806.0,4444.0,773.0,7.6,4,0,30146,0,0,9,7,3,2019,12,5000,3967.5
10000,13.64,3.0,0.0,132675.0,7560.0,732.0,3.6,3,2,134144,0,0,4,6,4,2018,3,10000,4092.0
10000,24.94,2.0,0.0,20658.0,7008.0,815.0,26.7,7,5,399515,0,0,0,2,2,2020,7,10000,4988.0
10000,22.82,4.0,0.0,211553.0,1894.0,442.0,24.3,1,4,427381,0,0,11,1,4,2023,10,10000,9128.0
20000,9.77,4.0,0.0,29690.0,6075.0,350.0,14.6,1,1,275927,1,0,2,2,2,2022,1,20000,7816.0
10000,8.16,3.0,0.0,211248.0,1796.0,543.0,1.1,6,2,482327,0,0,9,0,2,2018,4,10000,2448.0000000000005
25000,16.95,3.0,0.0,248961.0,4610.0,440.0,3.1,7,5,115078,0,0,8,6,0,2018,12,25000,12712.5
30000,7.52,5.0,0.0,72849.0,7285.0,694.0,8.1,2,5,135008,1,0,2,1,1,2019,5,30000,11279.999999999998
5000,17.55,1.0,0.0,239574.0,2481.0,651.0,8.0,1,1,114070,0,0,1,3,3,2024,10,5000,877.5000000000001
15000,24.45,4.0,0.0,211795.0,627.0,654.0,7.1,2,2,335180,0,0,5,5,3,2022,9,15000,14670.0
50000,16.63,2.0,0.0,30017.0,2345.0,683.0,2.3,3,3,407824,0,0,7,5,2,2020,2,50000,16630.0
20000,7.51,3.0,0.0,41172.0,1673.0,640.0,19.1,4,5,306168,0,0,9,1,1,2024,9,20000,4506.0
10000,21.0,5.0,0.0,235353.0,6989.0,414.0,15.0,7,0,166187,0,0,9,4,2,2022,5,10000,10500.0
10000,11.64,3.0,0.0,162696.0,7686.0,381.0,21.8,3,5,61166,0,1,7,6,1,2023,12,10000,3492.0
10000,6.88,3.0,0.0,154178.0,5904.0,849.0,16.3,7,5,404157,0,0,3,6,2,2017,11,0,0.0
5000,18.11,1.0,0.0,124674.0,2480.0,726.0,1.3,3,2,212135,0,0,10,6,2,2018,3,5000,905.5
40000,21.61,2.0,1.0,202496.0,3362.0,599.0,20.1,2,3,170226,0,0,11,3,3,2018,7,40000,17288.0
5000,14.66,1.0,0.0,165106.0,2553.0,807.0,4.1,3,0,234581,0,0,6,0,3,2020,8,0,0.0
10000,23.63,4.0,0.0,59916.0,5694.0,714.0,19.8,0,3,119411,0,0,1,0,2,2015,9,10000,9452.0
5000,18.65,3.0,0.0,30423.0,1596.0,756.0,11.7,1,5,159227,0,0,3,2,2,2017,3,5000,2797.5
30000,17.5,2.0,0.0,39124.0,1310.0,499.0,12.4,4,2,107263,0,0,2,0,2,2018,1,30000,10500.0
5000,12.07,3.0,0.0,37031.0,4485.0,666.0,21.7,4,1,210902,0,0,6,4,0,2015,9,5000,1810.5
10000,11.24,4.0,0.0,140710.0,2806.0,526.0,0.7,4,5,70792,0,0,0,0,2,2019,1,10000,4496.0
20000,10.66,2.0,0.0,2456480.0,6202.0,719.0,28.4,7,2,497706,0,0,1,4,0,2023,8,0,0.0
15000,24.16,2.0,0.0,17293.9,5024.0,720.0,24.3,7,1,445451,0,0,2,0,4,2020,1,15000,7248.0
10000,18.01,3.0,0.0,191978.0,569.0,640.0,5.0,0,4,295173,0,0,11,1,4,2021,5,10000,5403.0
10000,16.88,2.0,0.0,35273.0,1639.0,724.0,17.2,5,1,11432,0,0,1,3,1,2024,5,10000,3375.9999999999995
30000,11.41,3.0,0.0,34239.0,4444.0,840.0,1.2,1,4,387986,0,0,3,1,1,2022,1,30000,10269.0
100000,12.08,5.0,0.0,227634.0,5207.0,662.0,4.1,3,2,372562,0,0,6,5,0,2019,7,0,0.0
10000,10.58,3.0,0.0,102534.0,1496.0,572.0,3.6,1,4,86163,0,0,7,4,2,2023,8,10000,3174.0
5000,8.13,4.0,0.0,98270.0,626.0,417.0,19.5,3,0,158482,0,0,2,3,0,2016,6,5000,1626.0000000000002
5000,23.4,3.0,1.0,82046.0,3558.0,622.0,10.8,4,0,347360,0,0,3,4,4,2015,2,5000,3510.0
20000,19.66,4.0,0.0,53867.0,1526.0,599.0,20.4,2,0,234927,0,0,6,0,4,2023,11,20000,15728.0
30000,14.5,2.0,0.0,145112.0,6783.0,592.0,25.7,4,2,413194,0,0,2,7,2,2018,11,30000,8700.0
25000,6.14,5.0,1.0,86795.0,1675.0,665.0,21.7,5,4,150339,0,1,3,6,3,2017,5,25000,7675.0
50000,14.4,2.0,0.0,110650.0,5823.0,301.0,2.0,2,1,32848,1,0,7,3,4,2019,12,50000,14400.000000000002
50000,5.85,5.0,0.0,45485.0,2549.0,638.0,7.1,1,3,123155,0,0,6,6,4,2020,9,50000,14625.0
10000,8.08,2.0,0.0,240783.0,6840.0,525.0,11.2,0,5,475283,0,1,3,1,3,2019,4,10000,1616.0
20000,9.54,1.0,0.0,172046.0,7285.0,558.0,3.7,3,4,187715,0,0,11,3,3,2023,12,20000,1908.0
20000,23.22,2.0,0.0,140803.0,2124.0,647.0,13.9,5,4,95170,0,0,1,5,3,2022,7,20000,9288.0
20000,9.14,3.0,0.0,225152.0,4699.0,317.0,20.8,2,2,114610,0,0,1,2,3,2019,2,20000,5484.000000000001
10000,7.66,3.0,0.0,247752.0,6409.0,536.0,17.9,7,1,433159,0,0,8,5,0,2021,4,10000,2298.0
25000,17.35,3.0,0.0,50330.0,5011.0,736.0,14.6,4,1,79224,0,0,2,1,4,2018,5,25000,13012.5
15000,6.88,1.0,0.0,144816.0,5513.0,842.0,29.7,7,3,75408,0,0,2,7,1,2017,4,15000,1032.0
25000,14.44,1.0,0.0,154719.0,7445.0,628.0,0.4,4,0,444960,0,0,9,4,2,2015,4,25000,3610.0
10000,18.57,3.0,1.0,173903.0,7449.0,456.0,17.4,5,5,128810,0,0,5,4,3,2018,11,10000,5571.0
15000,7.81,4.0,0.0,147898.0,6245.0,349.0,15.5,0,0,361891,0,0,4,6,3,2019,1,15000,4686.0
10000,20.58,3.0,0.0,47587.0,4878.0,430.0,23.8,1,1,358823,0,0,11,1,0,2022,7,10000,6174.0
15000,19.23,3.0,0.0,42327.0,6831.0,647.0,10.7,0,2,128178,0,0,4,6,2,2020,3,15000,8653.5
10000,10.07,3.0,0.0,183185.0,4812.0,666.0,1.0,1,2,37951,0,0,2,3,4,2024,6,10000,3021.0
5000,13.74,3.0,0.0,196719.0,2628.0,804.0,19.7,2,4,210438,0,0,7,1,2,2018,7,0,0.0
25000,14.53,3.0,0.0,145829.0,1151.0,,12.2,4,4,264793,0,0,1,6,0,2021,9,0,0.0
10000,10.91,4.0,0.0,224347.0,2320.0,672.0,24.5,5,0,380702,0,0,7,3,1,2023,11,10000,4364.0
100000,20.82,3.0,0.0,52197.0,6107.0,450.0,3.9,5,2,15559,0,1,8,3,1,2016,5,100000,62460.0
20000,8.55,2.0,0.0,179246.0,1425.0,424.0,24.2,1,3,459444,0,0,3,4,1,2016,12,20000,3420.0000000000005
10000,18.26,2.0,0.0,222785.0,879.0,789.0,26.1,5,3,182417,0,0,6,3,1,2020,4,0,0.0
25000,23.65,3.0,0.0,26175.0,7208.0,308.0,19.8,7,5,37156,0,1,0,3,4,2022,8,25000,17737.5
10000,21.75,4.0,0.0,135196.0,2177.0,533.0,8.4,4,4,465081,0,0,10,4,3,2021,1,10000,8700.0
40000,20.28,4.0,0.0,62058.0,2444.0,472.0,10.8,5,4,473267,0,0,6,6,3,2015,9,40000,32448.0
10000,7.86,2.0,0.0,71118.0,4961.0,436.0,10.1,5,0,362909,0,0,2,5,4,2015,11,10000,1572.0
100000,20.18,1.0,0.0,81620.0,3505.0,718.0,27.1,0,5,387875,0,0,8,4,3,2023,8,100000,20180.0
20000,12.49,4.0,0.0,97767.0,6505.0,785.0,24.9,3,2,265013,0,1,4,5,1,2018,7,20000,9992.0
40000,7.07,2.0,0.0,55197.0,3696.0,596.0,2.0,1,4,64820,0,0,6,4,1,2015,5,40000,5656.0
5000,18.96,4.0,0.0,160196.0,4127.0,308.0,4.2,5,3,57410,0,0,11,7,1,2022,1,5000,3792.000000000001
10000,6.32,3.0,0.0,107121.0,4281.0,630.0,11.1,3,3,153425,0,1,1,1,2,2019,4,10000,1896.0000000000005
30000,12.63,3.0,0.0,72058.0,662.0,766.0,4.4,1,4,90333,0,0,5,1,3,2019,9,0,0.0
25000,22.2,2.0,0.0,218568.0,920.0,693.0,22.5,3,4,447363,0,0,10,7,1,2020,6,25000,11100.0
10000,18.73,3.0,0.0,141790.0,1718.0,705.0,25.7,4,1,370463,0,0,6,3,1,2020,3,10000,5619.0
15000,15.35,4.0,0.0,195343.0,2830.0,321.0,13.6,3,0,477170,0,1,6,7,2,2021,11,15000,9210.0
10000,22.65,3.0,0.0,240065.0,1156.0,462.0,23.0,6,2,387258,0,0,7,5,2,2023,2,10000,6795.0
20000,19.99,3.0,0.0,222280.0,1232.0,532.0,12.9,5,5,142844,0,1,0,2,2,2017,5,20000,11994.0
10000,14.4,4.0,0.0,93167.0,5281.0,745.0,4.9,2,1,440643,0,0,5,6,4,2018,5,10000,5760.000000000001
10000,19.94,3.0,0.0,150194.0,5882.0,573.0,29.3,7,2,423812,0,0,9,2,0,2022,8,10000,5982.000000000001
10000,22.66,4.0,0.0,105904.0,1589.0,739.0,7.1,7,4,339018,0,0,5,4,2,2021,5,10000,9064.0
15000,7.87,1.0,0.0,64204.0,1149.0,315.0,19.3,5,4,138313,0,0,6,4,0,2020,11,15000,1180.5
10000,9.0,4.0,0.0,35506.0,6656.0,378.0,18.2,2,4,390435,0,1,9,2,4,2015,9,10000,3600.0
75000,19.52,2.0,1.0,204140.0,697.0,609.0,3.0,6,4,374926,0,0,3,1,2,2023,3,75000,29280.0
